variant_short;query_id;query_variant;source_dataset_id;source_title;query_text;abstract_generated_query;full_prompt_web_search
V2;66;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;SDN-10.7802-2863;News on TikTok: An Annotated Dataset of TikTok Videos from German-Speaking News Outlets in 2023;Can you find datasets about news in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about news in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;67;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;SDN-10.7802-2863;News on TikTok: An Annotated Dataset of TikTok Videos from German-Speaking News Outlets in 2023;Can you find datasets about news value theory in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about news value theory in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V3;1;V3_TITLE_ONLY;ZA8832;German General Social Survey - ALLBUS 2023;Can you find the dataset titled German General Social Survey - ALLBUS 2023?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the dataset titled German General Social Survey - ALLBUS 2023?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V3;2;V3_TITLE_ONLY;ZA10010;International Social Survey Programme: National Identity & Citizenship - ISSP 2023;Can you find the dataset titled International Social Survey Programme: National Identity & Citizenship - ISSP 2023?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the dataset titled International Social Survey Programme: National Identity & Citizenship - ISSP 2023?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V3;3;V3_TITLE_ONLY;ZA7500;European Values Study 2017: Integrated Dataset (EVS 2017);Can you find the dataset titled European Values Study 2017: Integrated Dataset (EVS 2017)?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the dataset titled European Values Study 2017: Integrated Dataset (EVS 2017)?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V3;4;V3_TITLE_ONLY;ZA9144;Eurobarometer 105.2 (2026);Can you find the dataset titled Eurobarometer 105.2 (2026)?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the dataset titled Eurobarometer 105.2 (2026)?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V3;5;V3_TITLE_ONLY;ZA9151;Politbarometer 2025 (Cumulated Data Set);Can you find the dataset titled Politbarometer 2025 (Cumulated Data Set)?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the dataset titled Politbarometer 2025 (Cumulated Data Set)?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V3;6;V3_TITLE_ONLY;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find the dataset titled German Longitudinal Environmental Study (GLEN)?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the dataset titled German Longitudinal Environmental Study (GLEN)?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V3;7;V3_TITLE_ONLY;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find the dataset titled GESIS Panel.pop Population Sample – Standard Edition?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the dataset titled GESIS Panel.pop Population Sample – Standard Edition?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V3;8;V3_TITLE_ONLY;SDN-10.7802-2985;Tweetplomacy 23 – An Annotated Collection of Tweets  Outlining Strategies of Political Risk Communication   during Global Crises (2018-2023);Can you find the dataset titled Tweetplomacy 23 – An Annotated Collection of Tweets Outlining Strategies of Political Risk Communication during Global Crises (2018-2023)?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the dataset titled Tweetplomacy 23 – An Annotated Collection of Tweets Outlining Strategies of Political Risk Communication during Global Crises (2018-2023)?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V3;9;V3_TITLE_ONLY;SDN-10.7802-2620;ClaimsKG - A Knowledge Graph of Fact-Checked Claims (January, 2023);Can you find the dataset titled ClaimsKG - A Knowledge Graph of Fact-Checked Claims (January, 2023)?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the dataset titled ClaimsKG - A Knowledge Graph of Fact-Checked Claims (January, 2023)?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V3;10;V3_TITLE_ONLY;SDN-10.7802-2863;News on TikTok: An Annotated Dataset of TikTok Videos from German-Speaking News Outlets in 2023;Can you find the dataset titled News on TikTok: An Annotated Dataset of TikTok Videos from German-Speaking News Outlets in 2023?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the dataset titled News on TikTok: An Annotated Dataset of TikTok Videos from German-Speaking News Outlets in 2023?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V6;1;V6_TOPIC_COUNTRY_TIME_ABSTRACT_NATURAL_LANGUAGE;ZA7500;European Values Study 2017: Integrated Dataset (EVS 2017);Can you find datasets about LABOUR AND EMPLOYMENT, Cultural and national identity, Religion and values, Family life and marriage, Political behaviour and attitudes, Gender and gender roles, and Environment and conservation in Albania, Armenia, Austria, Azerbaijan, Belarus, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Great Britain, Hungary, Iceland, Italy, Lithuania, Montenegro, Netherlands, North Macedonia, Norway, Poland, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Spain, Switzerland, Portugal, Ukraine, and Latvia during the 2010s and 2020s, matching this research need: Cross-national longitudinal European survey data on values and attitudes toward family, work, religion, politics, immigration, environment, democracy, national identity, and social trust, with detailed demographics and comparable waves for trend analysis.;Cross-national longitudinal European survey data on values and attitudes toward family, work, religion, politics, immigration, environment, democracy, national identity, and social trust, with detailed demographics and comparable waves for trend analysis.;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about LABOUR AND EMPLOYMENT, Cultural and national identity, Religion and values, Family life and marriage, Political behaviour and attitudes, Gender and gender roles, and Environment and conservation in Albania, Armenia, Austria, Azerbaijan, Belarus, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Great Britain, Hungary, Iceland, Italy, Lithuania, Montenegro, Netherlands, North Macedonia, Norway, Poland, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Spain, Switzerland, Portugal, Ukraine, and Latvia during the 2010s and 2020s, matching this research need: Cross-national longitudinal European survey data on values and attitudes toward family, work, religion, politics, immigration, environment, democracy, national identity, and social trust, with detailed demographics and comparable waves for trend analysis.
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V6;2;V6_TOPIC_COUNTRY_TIME_ABSTRACT_NATURAL_LANGUAGE;ZA9151;Politbarometer 2025 (Cumulated Data Set);Can you find datasets about Elections, Government, political systems and organisations, and Political behaviour and attitudes in Germany during the 2020s, matching this research need: German public opinion survey data on the 2025 federal election, party preferences, coalition and chancellor evaluations, government performance, migration, economy, pensions, climate, defense, Ukraine, EU, democracy, and respondent demographics.;German public opinion survey data on the 2025 federal election, party preferences, coalition and chancellor evaluations, government performance, migration, economy, pensions, climate, defense, Ukraine, EU, democracy, and respondent demographics.;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Elections, Government, political systems and organisations, and Political behaviour and attitudes in Germany during the 2020s, matching this research need: German public opinion survey data on the 2025 federal election, party preferences, coalition and chancellor evaluations, government performance, migration, economy, pensions, climate, defense, Ukraine, EU, democracy, and respondent demographics.
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V6;3;V6_TOPIC_COUNTRY_TIME_ABSTRACT_NATURAL_LANGUAGE;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find datasets about NATURAL ENVIRONMENT, Environment and conservation, Information society, Media, Political behaviour and attitudes, Community, urban and rural life, Leisure, tourism and sport, Religion and values, PSYCHOLOGY, Social behaviour and attitudes, Social conditions and indicators, Consumption and consumer behaviour, and Employment in Germany during the 2020s, matching this research need: Germany-wide longitudinal panel data on environmental attitudes and behavior, climate and sustainability, environmental inequality, and public acceptance of environmental policy measures, with mixed-mode self-administered surveys from 2024 to 2026.;Germany-wide longitudinal panel data on environmental attitudes and behavior, climate and sustainability, environmental inequality, and public acceptance of environmental policy measures, with mixed-mode self-administered surveys from 2024 to 2026.;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about NATURAL ENVIRONMENT, Environment and conservation, Information society, Media, Political behaviour and attitudes, Community, urban and rural life, Leisure, tourism and sport, Religion and values, PSYCHOLOGY, Social behaviour and attitudes, Social conditions and indicators, Consumption and consumer behaviour, and Employment in Germany during the 2020s, matching this research need: Germany-wide longitudinal panel data on environmental attitudes and behavior, climate and sustainability, environmental inequality, and public acceptance of environmental policy measures, with mixed-mode self-administered surveys from 2024 to 2026.
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V6;4;V6_TOPIC_COUNTRY_TIME_ABSTRACT_NATURAL_LANGUAGE;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Social conditions and indicators, Information society, Media, Political behaviour and attitudes, Information technology, Government, political systems and organisations, Elections, Economic systems and development, SCIENCE AND TECHNOLOGY, Equality, inequality and social exclusion, PSYCHOLOGY, SOCIAL STRATIFICATION AND GROUPINGS, General health and well-being, Family life and marriage, TRANSPORT AND TRAVEL, NATURAL ENVIRONMENT, LABOUR AND EMPLOYMENT, Working conditions, Leisure, tourism and sport, Income, property and investment/saving, Consumption and consumer behaviour, Energy and natural resources, Specific diseases, disorders and medical conditions, Economic policy, public expenditure and revenue, Environment and conservation, Migration, Economic conditions and indicators, Wounds and injuries, International politics and organisations, Health care services and policies, Gender and gender roles, Physical fitness and exercise, and LAW, CRIME AND LEGAL SYSTEMS in Germany during the 2010s and 2020s, matching this research need: Probability-based longitudinal panel survey of adults in Germany with bi-monthly waves since 2014, including refreshment cohorts, COVID-19 survey, and harmonized demographics like education, income, marital status, participation mode, and weights.;Probability-based longitudinal panel survey of adults in Germany with bi-monthly waves since 2014, including refreshment cohorts, COVID-19 survey, and harmonized demographics like education, income, marital status, participation mode, and weights.;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Social conditions and indicators, Information society, Media, Political behaviour and attitudes, Information technology, Government, political systems and organisations, Elections, Economic systems and development, SCIENCE AND TECHNOLOGY, Equality, inequality and social exclusion, PSYCHOLOGY, SOCIAL STRATIFICATION AND GROUPINGS, General health and well-being, Family life and marriage, TRANSPORT AND TRAVEL, NATURAL ENVIRONMENT, LABOUR AND EMPLOYMENT, Working conditions, Leisure, tourism and sport, Income, property and investment/saving, Consumption and consumer behaviour, Energy and natural resources, Specific diseases, disorders and medical conditions, Economic policy, public expenditure and revenue, Environment and conservation, Migration, Economic conditions and indicators, Wounds and injuries, International politics and organisations, Health care services and policies, Gender and gender roles, Physical fitness and exercise, and LAW, CRIME AND LEGAL SYSTEMS in Germany during the 2010s and 2020s, matching this research need: Probability-based longitudinal panel survey of adults in Germany with bi-monthly waves since 2014, including refreshment cohorts, COVID-19 survey, and harmonized demographics like education, income, marital status, participation mode, and weights.
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V6;5;V6_TOPIC_COUNTRY_TIME_ABSTRACT_NATURAL_LANGUAGE;SDN-10.7802-2863;News on TikTok: An Annotated Dataset of TikTok Videos from German-Speaking News Outlets in 2023;Can you find datasets about journalism, journalist, social media, news, and news value theory in Germany during the 2020s, matching this research need: human-coded TikTok videos from German-speaking news outlets in 2023, covering Germany, Austria, and Switzerland, with annotations on visual style, text overlays, audio presence, and journalism-related news values;human-coded TikTok videos from German-speaking news outlets in 2023, covering Germany, Austria, and Switzerland, with annotations on visual style, text overlays, audio presence, and journalism-related news values;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about journalism, journalist, social media, news, and news value theory in Germany during the 2020s, matching this research need: human-coded TikTok videos from German-speaking news outlets in 2023, covering Germany, Austria, and Switzerland, with annotations on visual style, text overlays, audio presence, and journalism-related news values
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
