query_id;query_text;full_prompt_no_web;full_prompt_web_search;query_variant;query_topics;query_countries;query_time_collection_years;query_time_display;query_universe;query_analysis_units;source_dataset_id;source_title;source_doi;source_portal_url;source_row
39;Can you find GESIS datasets about Higher and further education, Political behaviour and attitudes, and Government, political systems and organisations in Germany during the 1960s, where the study population is No information.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Higher and further education, Political behaviour and attitudes, and Government, political systems and organisations in Germany during the 1960s, where the study population is No information.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Higher and further education, Political behaviour and attitudes, and Government, political systems and organisations in Germany during the 1960s, where the study population is No information.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Higher and further education"", ""Political behaviour and attitudes"", ""Government, political systems and organisations""]";"[""Germany""]";"[""1968"", ""1968""]";1960s;"[""No information.""]";;ZA0322;Attitude to Demonstrations and to the SDS;"[""10.4232/1.0322""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0322&db=D;55
40;Can you find GESIS datasets about Reproductive health, Specific diseases, disorders and medical conditions, and Family life and marriage in German Democratic Republic (1949-1990) during the 1990s, where the study population is Schoolchildren and apprentices.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Reproductive health, Specific diseases, disorders and medical conditions, and Family life and marriage in German Democratic Republic (1949-1990) during the 1990s, where the study population is Schoolchildren and apprentices.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Reproductive health, Specific diseases, disorders and medical conditions, and Family life and marriage in German Democratic Republic (1949-1990) during the 1990s, where the study population is Schoolchildren and apprentices.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage""]";"[""German Democratic Republic (1949-1990)""]";"[""1990"", ""1990""]";1990s;"[""Schoolchildren and apprentices.""]";;ZA6146;Partners III - Apprentices 1990;"[""10.4232/1.6146""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6146&db=D;56
41;Can you find GESIS datasets about Political behaviour and attitudes, SOCIAL STRATIFICATION AND GROUPINGS, Minorities, Equality, inequality and social exclusion, and Cultural and national identity in Germany during the 2010s, where the study population is Deutschsprechende Personen ab 16 Jahen in Telefonhaushalten?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Political behaviour and attitudes, SOCIAL STRATIFICATION AND GROUPINGS, Minorities, Equality, inequality and social exclusion, and Cultural and national identity in Germany during the 2010s, where the study population is Deutschsprechende Personen ab 16 Jahen in Telefonhaushalten?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Political behaviour and attitudes, SOCIAL STRATIFICATION AND GROUPINGS, Minorities, Equality, inequality and social exclusion, and Cultural and national identity in Germany during the 2010s, where the study population is Deutschsprechende Personen ab 16 Jahen in Telefonhaushalten?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Political behaviour and attitudes"", ""SOCIAL STRATIFICATION AND GROUPINGS"", ""Minorities"", ""Equality, inequality and social exclusion"", ""Cultural and national identity""]";"[""Germany""]";"[""2010"", ""2010""]";2010s;"[""Deutschsprechende Personen ab 16 Jahen in Telefonhaushalten""]";;ZA5575;Group-oriented animosity against people (GMF-Survey 2010);"[""10.4232/1.11806""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5575&db=D;58
42;Can you find GESIS datasets about Diet and nutrition, General health and well-being, Medication and treatment, and Specific diseases, disorders and medical conditions in German Democratic Republic (1949-1990) during the 1980s and 1990s, where the study population is Sample of schoolchildren of grades 6 to 10.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Diet and nutrition, General health and well-being, Medication and treatment, and Specific diseases, disorders and medical conditions in German Democratic Republic (1949-1990) during the 1980s and 1990s, where the study population is Sample of schoolchildren of grades 6 to 10.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Diet and nutrition, General health and well-being, Medication and treatment, and Specific diseases, disorders and medical conditions in German Democratic Republic (1949-1990) during the 1980s and 1990s, where the study population is Sample of schoolchildren of grades 6 to 10.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Diet and nutrition"", ""General health and well-being"", ""Medication and treatment"", ""Specific diseases, disorders and medical conditions""]";"[""German Democratic Republic (1949-1990)""]";"[""1987"", ""1991""]";1980s and 1990s;"[""Sample of schoolchildren of grades 6 to 10.""]";;ZA6563;Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3);"[""10.4232/1.6563""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6563&db=D;59
43;Can you find GESIS datasets about Government, political systems and organisations, International politics and organisations, and Political behaviour and attitudes in Germany during the 2020s, where the study population is Persons aged 14 and over?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Government, political systems and organisations, International politics and organisations, and Political behaviour and attitudes in Germany during the 2020s, where the study population is Persons aged 14 and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Government, political systems and organisations, International politics and organisations, and Political behaviour and attitudes in Germany during the 2020s, where the study population is Persons aged 14 and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Government, political systems and organisations"", ""International politics and organisations"", ""Political behaviour and attitudes""]";"[""Germany""]";"[""2024"", ""2024""]";2020s;"[""Persons aged 14 and over""]";;ZA8737;Social and Political Attitudes 2024 (Cumulated Data Set);"[""10.4232/1.14533"", ""10.4232/1.14473"", ""10.4232/1.14449"", ""10.4232/1.14352""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8737&db=D;60
44;Can you find GESIS datasets about Employment, Business/industrial management and organisation, and PSYCHOLOGY in Germany during the 2000s, where the study population is Selbstständige des BJU (Bund Junger Unternehmer) und der IHK?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Employment, Business/industrial management and organisation, and PSYCHOLOGY in Germany during the 2000s, where the study population is Selbstständige des BJU (Bund Junger Unternehmer) und der IHK?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Employment, Business/industrial management and organisation, and PSYCHOLOGY in Germany during the 2000s, where the study population is Selbstständige des BJU (Bund Junger Unternehmer) und der IHK?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Employment"", ""Business/industrial management and organisation"", ""PSYCHOLOGY""]";"[""Germany""]";"[""2002"", ""2003""]";2000s;"[""Selbstständige des BJU (Bund Junger Unternehmer) und der IHK""]";;ZA4659;Personality, Motives, and Human Capital as Explanations for Business Success;"[""10.4232/1.4659""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=4659&db=D;62
45;Can you find GESIS datasets about digitalization, telecommuting, workaholism, and job performance in Germany during the 2010s, where the study population is Beschäftigte im Alter zwischen 15 und 65 Jahren, die häufig oder manchmal mit Computern arbeiten.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about digitalization, telecommuting, workaholism, and job performance in Germany during the 2010s, where the study population is Beschäftigte im Alter zwischen 15 und 65 Jahren, die häufig oder manchmal mit Computern arbeiten.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about digitalization, telecommuting, workaholism, and job performance in Germany during the 2010s, where the study population is Beschäftigte im Alter zwischen 15 und 65 Jahren, die häufig oder manchmal mit Computern arbeiten.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""digitalization"", ""telecommuting"", ""workaholism"", ""job performance""]";"[""Germany""]";"[""2017"", ""2018""]";2010s;"[""Beschäftigte im Alter zwischen 15 und 65 Jahren, die häufig oder manchmal mit Computern arbeiten.""]";;SDN-10.7802-2567;Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland;[];https://data.gesis.org/sharing/#!Detail/10.7802/2567;63
46;Can you find GESIS datasets about Leisure, tourism and sport and Youth in Germany during the 1960s, where the study population is Young people and their parents in 73 clubhouses with ´open door´ character. The leisure clubhouses were determined according to stratified random sample.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Leisure, tourism and sport and Youth in Germany during the 1960s, where the study population is Young people and their parents in 73 clubhouses with ´open door´ character. The leisure clubhouses were determined according to stratified random sample.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Leisure, tourism and sport and Youth in Germany during the 1960s, where the study population is Young people and their parents in 73 clubhouses with ´open door´ character. The leisure clubhouses were determined according to stratified random sample.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Leisure, tourism and sport"", ""Youth""]";"[""Germany""]";"[""1966"", ""1966""]";1960s;"[""Young people and their parents in 73 clubhouses with ´open door´ character. The leisure clubhouses were determined according to stratified random sample.""]";;ZA0527;Young People in Organized Leisure Time;"[""10.4232/1.0527""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0527&db=D;64
47;Can you find GESIS datasets about Political behaviour and attitudes and Elections in Saarland during the 2010s, where the study population is Wahlberechtigte Wohnbevölkerung?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Political behaviour and attitudes and Elections in Saarland during the 2010s, where the study population is Wahlberechtigte Wohnbevölkerung?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Political behaviour and attitudes and Elections in Saarland during the 2010s, where the study population is Wahlberechtigte Wohnbevölkerung?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Political behaviour and attitudes"", ""Elections""]";"[""Saarland""]";"[""2012"", ""2012""]";2010s;"[""Wahlberechtigte Wohnbevölkerung""]";;ZA5642;State Election in Saarland 2012;"[""10.4232/1.13078"", ""10.4232/1.11826""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5642&db=D;66
48;Can you find GESIS datasets about Higher and further education, Media, International politics and organisations, Political behaviour and attitudes, Government, political systems and organisations, and SOCIAL STRATIFICATION AND GROUPINGS in Germany during the 1960s, where the study population is Egyptian students in Germany.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Higher and further education, Media, International politics and organisations, Political behaviour and attitudes, Government, political systems and organisations, and SOCIAL STRATIFICATION AND GROUPINGS in Germany during the 1960s, where the study population is Egyptian students in Germany.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Higher and further education, Media, International politics and organisations, Political behaviour and attitudes, Government, political systems and organisations, and SOCIAL STRATIFICATION AND GROUPINGS in Germany during the 1960s, where the study population is Egyptian students in Germany.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Higher and further education"", ""Media"", ""International politics and organisations"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""SOCIAL STRATIFICATION AND GROUPINGS""]";"[""Germany""]";"[""1964"", ""1965""]";1960s;"[""Egyptian students in Germany.""]";;ZA3331;Opinions and Values of Egyptian Students in West Germany;"[""10.4232/1.3331""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3331&db=D;67
49;"Can you find GESIS datasets about protest movement, agricultural policy, and nutrition policy in Germany and Berlin during the 2020s, where the study population is Die Grundgesamtheit sind Protestierende auf der Demonstration ""Wir haben es satt!"" am 20. Januar 2024 in Berlin, die mindestens 14 Jahre alt sind.?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about protest movement, agricultural policy, and nutrition policy in Germany and Berlin during the 2020s, where the study population is Die Grundgesamtheit sind Protestierende auf der Demonstration ""Wir haben es satt!"" am 20. Januar 2024 in Berlin, die mindestens 14 Jahre alt sind.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about protest movement, agricultural policy, and nutrition policy in Germany and Berlin during the 2020s, where the study population is Die Grundgesamtheit sind Protestierende auf der Demonstration ""Wir haben es satt!"" am 20. Januar 2024 in Berlin, die mindestens 14 Jahre alt sind.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""protest movement"", ""agricultural policy"", ""nutrition policy""]";"[""Germany"", ""Berlin""]";"[""2024"", ""2024""]";2020s;"[""Die Grundgesamtheit sind Protestierende auf der Demonstration \""Wir haben es satt!\"" am 20. Januar 2024 in Berlin, die mindestens 14 Jahre alt sind.""]";;SDN-10.7802-2783;Food for Justice: Power, Politics, and Food Inequalities in a Bioeconomy (Berlin, 2024);[];https://data.gesis.org/sharing/#!Detail/10.7802/2783;68
50;Can you find GESIS datasets about Consumption and consumer behaviour in Germany during the 1980s, where the study population is German-speaking persons 14 years old and older living in private households?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Consumption and consumer behaviour in Germany during the 1980s, where the study population is German-speaking persons 14 years old and older living in private households?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Consumption and consumer behaviour in Germany during the 1980s, where the study population is German-speaking persons 14 years old and older living in private households?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Consumption and consumer behaviour""]";"[""Germany""]";"[""1984"", ""1987""]";1980s;"[""German-speaking persons 14 years old and older living in private households""]";;ZA1639;Consumer Analysis 87;"[""10.4232/1.1639""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1639&db=D;70
51;Can you find GESIS datasets about Employment, Leisure, tourism and sport, Community, urban and rural life, and Housing in German Democratic Republic (1949-1990) during the 1980s, where the study population is Residents 18 years old and older in selected residential areas.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Employment, Leisure, tourism and sport, Community, urban and rural life, and Housing in German Democratic Republic (1949-1990) during the 1980s, where the study population is Residents 18 years old and older in selected residential areas.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Employment, Leisure, tourism and sport, Community, urban and rural life, and Housing in German Democratic Republic (1949-1990) during the 1980s, where the study population is Residents 18 years old and older in selected residential areas.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Employment"", ""Leisure, tourism and sport"", ""Community, urban and rural life"", ""Housing""]";"[""German Democratic Republic (1949-1990)""]";"[""1988"", ""1988""]";1980s;"[""Residents 18 years old and older in selected residential areas.""]";;ZA6363;Sociological Investigation - Jena 1988;"[""10.4232/1.6363""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6363&db=D;71
52;Can you find GESIS datasets about Social behaviour and attitudes, SOCIAL STRATIFICATION AND GROUPINGS, and Family life and marriage in Australia, Austria, Brazil, Canada, Chile, Cyprus, Czech Republic, Denmark, Finland, France, Germany, Great Britain, Hungary, Israel, Italy, Japan, Latvia, New Zealand, Northern Ireland, Norway, Philippines, Poland, Russian Federation, Slovenia, Spain, South Africa, Switzerland, and United States of America during the 2000s, where the study population is Age: 18 years old and older?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Social behaviour and attitudes, SOCIAL STRATIFICATION AND GROUPINGS, and Family life and marriage in Australia, Austria, Brazil, Canada, Chile, Cyprus, Czech Republic, Denmark, Finland, France, Germany, Great Britain, Hungary, Israel, Italy, Japan, Latvia, New Zealand, Northern Ireland, Norway, Philippines, Poland, Russian Federation, Slovenia, Spain, South Africa, Switzerland, and United States of America during the 2000s, where the study population is Age: 18 years old and older?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Social behaviour and attitudes, SOCIAL STRATIFICATION AND GROUPINGS, and Family life and marriage in Australia, Austria, Brazil, Canada, Chile, Cyprus, Czech Republic, Denmark, Finland, France, Germany, Great Britain, Hungary, Israel, Italy, Japan, Latvia, New Zealand, Northern Ireland, Norway, Philippines, Poland, Russian Federation, Slovenia, Spain, South Africa, Switzerland, and United States of America during the 2000s, where the study population is Age: 18 years old and older?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Social behaviour and attitudes"", ""SOCIAL STRATIFICATION AND GROUPINGS"", ""Family life and marriage""]";"[""Australia"", ""Austria"", ""Brazil"", ""Canada"", ""Chile"", ""Cyprus"", ""Czech Republic"", ""Denmark"", ""Finland"", ""France"", ""Germany"", ""Great Britain"", ""Hungary"", ""Israel"", ""Italy"", ""Japan"", ""Latvia"", ""New Zealand"", ""Northern Ireland"", ""Norway"", ""Philippines"", ""Poland"", ""Russian Federation"", ""Slovenia"", ""Spain"", ""South Africa"", ""Switzerland"", ""United States of America""]";"[""2000"", ""2002""]";2000s;"[""Age: 18 years old and older""]";;ZA3680;International Social Survey Programme: Social Relations and Support Systems - ISSP 2001;"[""10.4232/1.3680""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3680&db=D;72
53;Can you find GESIS datasets about Media and Language and linguistics in Belgium, Germany, Spain, Greece, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Finland, Slovenia, Cyprus, Malta, Slovakia, Bulgaria, Czech Republic, Denmark, Estonia, Latvia, Hungary, Poland, Romania, Sweden, United Kingdom, and Lithuania during the 2010s, where the study population is Internet users aged 15 years and above in each of the EU27 Member States?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Media and Language and linguistics in Belgium, Germany, Spain, Greece, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Finland, Slovenia, Cyprus, Malta, Slovakia, Bulgaria, Czech Republic, Denmark, Estonia, Latvia, Hungary, Poland, Romania, Sweden, United Kingdom, and Lithuania during the 2010s, where the study population is Internet users aged 15 years and above in each of the EU27 Member States?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Media and Language and linguistics in Belgium, Germany, Spain, Greece, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Finland, Slovenia, Cyprus, Malta, Slovakia, Bulgaria, Czech Republic, Denmark, Estonia, Latvia, Hungary, Poland, Romania, Sweden, United Kingdom, and Lithuania during the 2010s, where the study population is Internet users aged 15 years and above in each of the EU27 Member States?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Media"", ""Language and linguistics""]";"[""Belgium"", ""Germany"", ""Spain"", ""Greece"", ""France"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Austria"", ""Portugal"", ""Finland"", ""Slovenia"", ""Cyprus"", ""Malta"", ""Slovakia"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Estonia"", ""Latvia"", ""Hungary"", ""Poland"", ""Romania"", ""Sweden"", ""United Kingdom"", ""Lithuania""]";"[""2011"", ""2011""]";2010s;"[""Internet users aged 15 years and above in each of the EU27 Member States""]";;ZA5473;Flash Eurobarometer 313 (User Language Preferences Online);"[""10.4232/1.10730""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5473&db=D;73
