query_id;query_text;full_prompt_no_web;full_prompt_web_search;query_variant;query_topics;query_countries;query_time_collection_years;query_time_display;query_universe;query_analysis_units;abstract_generated_query;abstract_query_generator_model;abstract_source_hash;source_dataset_id;source_title;source_doi;source_portal_url;source_row
128;Can you find datasets about Crime and law enforcement in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Crime and law enforcement in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Crime and law enforcement in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Crime and law enforcement""]";"[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]";"[""1994"", ""1994""]";1990s;;;;;;ZA2546;Election Study 1994: Politbarometer West 1994 (Trend Investigations);"[""10.4232/1.2546""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2546&db=D;48
129;Can you find datasets about International politics and organisations in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about International politics and organisations in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about International politics and organisations in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""International politics and organisations""]";"[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]";"[""1994"", ""1994""]";1990s;;;;;;ZA2546;Election Study 1994: Politbarometer West 1994 (Trend Investigations);"[""10.4232/1.2546""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2546&db=D;48
130;Can you find datasets about Conflict, security and peace in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Conflict, security and peace in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Conflict, security and peace in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Conflict, security and peace""]";"[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]";"[""1994"", ""1994""]";1990s;;;;;;ZA2546;Election Study 1994: Politbarometer West 1994 (Trend Investigations);"[""10.4232/1.2546""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2546&db=D;48
131;Can you find datasets about Political behaviour and attitudes in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Political behaviour and attitudes in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Political behaviour and attitudes in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Political behaviour and attitudes""]";"[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]";"[""1994"", ""1994""]";1990s;;;;;;ZA2546;Election Study 1994: Politbarometer West 1994 (Trend Investigations);"[""10.4232/1.2546""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2546&db=D;48
132;Can you find datasets about Government, political systems and organisations in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Government, political systems and organisations in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Government, political systems and organisations in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Government, political systems and organisations""]";"[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]";"[""1994"", ""1994""]";1990s;;;;;;ZA2546;Election Study 1994: Politbarometer West 1994 (Trend Investigations);"[""10.4232/1.2546""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2546&db=D;48
133;Can you find datasets about Elections in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Elections in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Elections in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Elections""]";"[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]";"[""1994"", ""1994""]";1990s;;;;;;ZA2546;Election Study 1994: Politbarometer West 1994 (Trend Investigations);"[""10.4232/1.2546""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2546&db=D;48
134;Can you find datasets about Economic conditions and indicators in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Economic conditions and indicators in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Economic conditions and indicators in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Economic conditions and indicators""]";"[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]";"[""1994"", ""1994""]";1990s;;;;;;ZA2546;Election Study 1994: Politbarometer West 1994 (Trend Investigations);"[""10.4232/1.2546""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2546&db=D;48
135;Can you find datasets about Economic policy, public expenditure and revenue in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Economic policy, public expenditure and revenue in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Economic policy, public expenditure and revenue in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Economic policy, public expenditure and revenue""]";"[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]";"[""1994"", ""1994""]";1990s;;;;;;ZA2546;Election Study 1994: Politbarometer West 1994 (Trend Investigations);"[""10.4232/1.2546""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2546&db=D;48
136;Can you find datasets about Economic systems and development in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Economic systems and development in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Economic systems and development in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Economic systems and development""]";"[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]";"[""1994"", ""1994""]";1990s;;;;;;ZA2546;Election Study 1994: Politbarometer West 1994 (Trend Investigations);"[""10.4232/1.2546""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2546&db=D;48
137;Can you find datasets about HISTORY in Germany during the 1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about HISTORY in Germany during the 1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about HISTORY in Germany during the 1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""HISTORY""]";"[""Germany""]";"[""1949"", ""2001""]";1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s;;;;;;ZA8202;Universities in the Federal Republic of Germany 1949-2001;"[""10.4232/1.8202""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8202&db=D;49
138;Can you find datasets about HISTORY in Historical German lands (-1871), German Reich (1871-1945), and Germany during the 1850s and 1860s and 1870s and 1880s and 1890s and 1900s and 1910s and 1920s and 1930s and 1940s and 1950s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about HISTORY in Historical German lands (-1871), German Reich (1871-1945), and Germany during the 1850s and 1860s and 1870s and 1880s and 1890s and 1900s and 1910s and 1920s and 1930s and 1940s and 1950s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about HISTORY in Historical German lands (-1871), German Reich (1871-1945), and Germany during the 1850s and 1860s and 1870s and 1880s and 1890s and 1900s and 1910s and 1920s and 1930s and 1940s and 1950s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""HISTORY""]";"[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany""]";"[""1850"", ""1959""]";1850s and 1860s and 1870s and 1880s and 1890s and 1900s and 1910s and 1920s and 1930s and 1940s and 1950s;;;;;;ZA8256;The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment;"[""10.4232/1.8256""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8256&db=D;50
139;Can you find datasets about Community, urban and rural life in North Rhine-Westphalia during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Community, urban and rural life in North Rhine-Westphalia during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Community, urban and rural life in North Rhine-Westphalia during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Community, urban and rural life""]";"[""North Rhine-Westphalia""]";"[""1963"", ""1963""]";1960s;;;;;;ZA0167;Social Structure in the Lignite Area West of the Rhine (Relocated Villages);"[""10.4232/1.0167""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0167&db=D;51
140;Can you find datasets about Employment in North Rhine-Westphalia during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Employment in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Employment in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Employment""]";"[""North Rhine-Westphalia""]";"[""1984"", ""1985""]";1980s;;;;;;ZA1441;Education and Life;"[""10.4232/1.1441""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1441&db=D;52
141;Can you find datasets about Vocational education and training in North Rhine-Westphalia during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Vocational education and training in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Vocational education and training in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Vocational education and training""]";"[""North Rhine-Westphalia""]";"[""1984"", ""1985""]";1980s;;;;;;ZA1441;Education and Life;"[""10.4232/1.1441""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1441&db=D;52
142;Can you find datasets about Higher and further education in North Rhine-Westphalia during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Higher and further education in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Higher and further education in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Higher and further education""]";"[""North Rhine-Westphalia""]";"[""1984"", ""1985""]";1980s;;;;;;ZA1441;Education and Life;"[""10.4232/1.1441""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1441&db=D;52
143;Can you find datasets about Social conditions and indicators in North Rhine-Westphalia during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Social conditions and indicators in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Social conditions and indicators in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Social conditions and indicators""]";"[""North Rhine-Westphalia""]";"[""1984"", ""1985""]";1980s;;;;;;ZA1441;Education and Life;"[""10.4232/1.1441""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1441&db=D;52
144;Can you find datasets about Family life and marriage in North Rhine-Westphalia during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Family life and marriage in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Family life and marriage in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Family life and marriage""]";"[""North Rhine-Westphalia""]";"[""1984"", ""1985""]";1980s;;;;;;ZA1441;Education and Life;"[""10.4232/1.1441""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1441&db=D;52
145;Can you find datasets about parliamentary debate in Croatia during the 2000s and 2010s and 2020s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about parliamentary debate in Croatia during the 2000s and 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about parliamentary debate in Croatia during the 2000s and 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""parliamentary debate""]";"[""Croatia""]";"[""2003"", ""2020""]";2000s and 2010s and 2020s;;;;;;SDN-10.7802-2388;CROCorp: Corpus of Parliamentary Debates in Croatia;[];https://data.gesis.org/sharing/#!Detail/10.7802/2388;53
