"query_id";"query_text";"full_prompt_no_web";"full_prompt_web_search";"query_variant";"query_topics";"query_countries";"query_time_collection_years";"query_time_display";"source_dataset_id";"source_title";"source_doi";"source_portal_url";"source_row"
"48";"Can you find the GESIS dataset titled Universities in the Federal Republic of Germany 1949-2001?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Universities in the Federal Republic of Germany 1949-2001?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Universities in the Federal Republic of Germany 1949-2001?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA8202";"Universities in the Federal Republic of Germany 1949-2001";"[""10.4232/1.8202""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8202&db=D";"49"
"49";"Can you find the GESIS dataset titled The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA8256";"The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment";"[""10.4232/1.8256""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8256&db=D";"50"
"50";"Can you find the GESIS dataset titled Social Structure in the Lignite Area West of the Rhine (Relocated Villages)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Social Structure in the Lignite Area West of the Rhine (Relocated Villages)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Social Structure in the Lignite Area West of the Rhine (Relocated Villages)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA0167";"Social Structure in the Lignite Area West of the Rhine (Relocated Villages)";"[""10.4232/1.0167""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0167&db=D";"51"
"51";"Can you find the GESIS dataset titled Education and Life?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Education and Life?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Education and Life?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA1441";"Education and Life";"[""10.4232/1.1441""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1441&db=D";"52"
"52";"Can you find the GESIS dataset titled CROCorp: Corpus of Parliamentary Debates in Croatia?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled CROCorp: Corpus of Parliamentary Debates in Croatia?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled CROCorp: Corpus of Parliamentary Debates in Croatia?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"SDN-10.7802-2388";"CROCorp: Corpus of Parliamentary Debates in Croatia";"[]";"https://data.gesis.org/sharing/#!Detail/10.7802/2388";"53"
"53";"Can you find the GESIS dataset titled Crisis Monitor (Week 8/2024)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Crisis Monitor (Week 8/2024)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Crisis Monitor (Week 8/2024)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA8738";"Crisis Monitor (Week 8/2024)";"[""10.4232/1.14353""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8738&db=D";"54"
"54";"Can you find the GESIS dataset titled Attitude to Demonstrations and to the SDS?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Attitude to Demonstrations and to the SDS?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Attitude to Demonstrations and to the SDS?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA0322";"Attitude to Demonstrations and to the SDS";"[""10.4232/1.0322""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0322&db=D";"55"
"55";"Can you find the GESIS dataset titled Partners III - Apprentices 1990?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Partners III - Apprentices 1990?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Partners III - Apprentices 1990?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA6146";"Partners III - Apprentices 1990";"[""10.4232/1.6146""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6146&db=D";"56"
"56";"Can you find the GESIS dataset titled Politbarometer (October 1987)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Politbarometer (October 1987)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Politbarometer (October 1987)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA1648";"Politbarometer (October 1987)";"[""10.4232/1.1648""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1648&db=D";"57"
"57";"Can you find the GESIS dataset titled Group-oriented animosity against people (GMF-Survey 2010)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Group-oriented animosity against people (GMF-Survey 2010)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Group-oriented animosity against people (GMF-Survey 2010)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA5575";"Group-oriented animosity against people (GMF-Survey 2010)";"[""10.4232/1.11806""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5575&db=D";"58"
"58";"Can you find the GESIS dataset titled Schoolchildren Interval Study Health Education and Maintaining Health 1987 to 1991 (Waves 1 to 3)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Schoolchildren Interval Study Health Education and Maintaining Health 1987 to 1991 (Waves 1 to 3)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Schoolchildren Interval Study Health Education and Maintaining Health 1987 to 1991 (Waves 1 to 3)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA6563";"Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3)";"[""10.4232/1.6563""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6563&db=D";"59"
"59";"Can you find the GESIS dataset titled Social and Political Attitudes 2024 (Cumulated Data Set)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Social and Political Attitudes 2024 (Cumulated Data Set)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Social and Political Attitudes 2024 (Cumulated Data Set)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA8737";"Social and Political Attitudes 2024 (Cumulated Data Set)";"[""10.4232/1.14533"", ""10.4232/1.14473"", ""10.4232/1.14449"", ""10.4232/1.14352""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8737&db=D";"60"
"60";"Can you find the GESIS dataset titled Sofortresonanzen DDR Fernsehen 30. Woche 1984 (SFR 30/84?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Sofortresonanzen DDR Fernsehen 30. Woche 1984 (SFR 30/84?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Sofortresonanzen DDR Fernsehen 30. Woche 1984 (SFR 30/84?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA7131";"Sofortresonanzen DDR Fernsehen 30. Woche 1984 (SFR 30/84";"[""10.4232/1.7131""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7131&db=D";"61"
"61";"Can you find the GESIS dataset titled Personality, Motives, and Human Capital as Explanations for Business Success?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Personality, Motives, and Human Capital as Explanations for Business Success?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Personality, Motives, and Human Capital as Explanations for Business Success?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA4659";"Personality, Motives, and Human Capital as Explanations for Business Success";"[""10.4232/1.4659""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=4659&db=D";"62"
"62";"Can you find the GESIS dataset titled Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"SDN-10.7802-2567";"Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland";"[]";"https://data.gesis.org/sharing/#!Detail/10.7802/2567";"63"
"63";"Can you find the GESIS dataset titled Young People in Organized Leisure Time?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Young People in Organized Leisure Time?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Young People in Organized Leisure Time?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA0527";"Young People in Organized Leisure Time";"[""10.4232/1.0527""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0527&db=D";"64"
"64";"Can you find the GESIS dataset titled Sofortresonanzen DDR Fernsehen 51. Woche 1985 (SFR 51/85)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Sofortresonanzen DDR Fernsehen 51. Woche 1985 (SFR 51/85)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Sofortresonanzen DDR Fernsehen 51. Woche 1985 (SFR 51/85)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA7204";"Sofortresonanzen DDR Fernsehen 51. Woche 1985 (SFR 51/85)";"[""10.4232/1.7204""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7204&db=D";"65"
"65";"Can you find the GESIS dataset titled State Election in Saarland 2012?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled State Election in Saarland 2012?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled State Election in Saarland 2012?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA5642";"State Election in Saarland 2012";"[""10.4232/1.13078"", ""10.4232/1.11826""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5642&db=D";"66"
"66";"Can you find the GESIS dataset titled Opinions and Values of Egyptian Students in West Germany?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Opinions and Values of Egyptian Students in West Germany?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Opinions and Values of Egyptian Students in West Germany?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA3331";"Opinions and Values of Egyptian Students in West Germany";"[""10.4232/1.3331""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3331&db=D";"67"
"67";"Can you find the GESIS dataset titled Food for Justice: Power, Politics, and Food Inequalities in a Bioeconomy (Berlin, 2024)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Food for Justice: Power, Politics, and Food Inequalities in a Bioeconomy (Berlin, 2024)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Food for Justice: Power, Politics, and Food Inequalities in a Bioeconomy (Berlin, 2024)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"SDN-10.7802-2783";"Food for Justice: Power, Politics, and Food Inequalities in a Bioeconomy (Berlin, 2024)";"[]";"https://data.gesis.org/sharing/#!Detail/10.7802/2783";"68"
"68";"Can you find the GESIS dataset titled Code/Syntax: Socio-Economic Status, Comparisons of Subjective Affectedness and Life Satisfaction During the COVID-19 Pandemic in Germany?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Code/Syntax: Socio-Economic Status, Comparisons of Subjective Affectedness and Life Satisfaction During the COVID-19 Pandemic in Germany?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Code/Syntax: Socio-Economic Status, Comparisons of Subjective Affectedness and Life Satisfaction During the COVID-19 Pandemic in Germany?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"SDN-10.7802-2882";"Code/Syntax: Socio-Economic Status, Comparisons of Subjective Affectedness and Life Satisfaction During the COVID-19 Pandemic in Germany";"[]";"https://data.gesis.org/sharing/#!Detail/10.7802/2882";"69"
"69";"Can you find the GESIS dataset titled Consumer Analysis 87?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Consumer Analysis 87?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Consumer Analysis 87?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA1639";"Consumer Analysis 87";"[""10.4232/1.1639""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1639&db=D";"70"
"70";"Can you find the GESIS dataset titled Sociological Investigation - Jena 1988?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Sociological Investigation - Jena 1988?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Sociological Investigation - Jena 1988?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA6363";"Sociological Investigation - Jena 1988";"[""10.4232/1.6363""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6363&db=D";"71"
"71";"Can you find the GESIS dataset titled International Social Survey Programme: Social Relations and Support Systems - ISSP 2001?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled International Social Survey Programme: Social Relations and Support Systems - ISSP 2001?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled International Social Survey Programme: Social Relations and Support Systems - ISSP 2001?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA3680";"International Social Survey Programme: Social Relations and Support Systems - ISSP 2001";"[""10.4232/1.3680""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3680&db=D";"72"
