query_id,query_text,query_variant
332,"[""HISTORY""]",V4_TOPIC_UNIVERSE
333,"[""Compulsory and pre-school education""] Students in grades 7 and 8 in Schleswig-Holstein, both at grammar schools (Gymnasien) and comprehensive schools (Gemeinschaftsschulen)",V4_TOPIC_UNIVERSE
334,"[""Social behaviour and attitudes"", ""Medication and treatment"", ""Specific diseases, disorders and medical conditions"", ""Language and linguistics"", ""International politics and organisations"", ""Political behaviour and attitudes""] Persons 15 years old and older",V4_TOPIC_UNIVERSE
335,"[""Political behaviour and attitudes"", ""Government, political systems and organisations""]",V4_TOPIC_UNIVERSE
336,"[""Community, urban and rural life"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] Persons 18 years old and older.",V4_TOPIC_UNIVERSE
337,"[""Social behaviour and attitudes"", ""SOCIAL STRATIFICATION AND GROUPINGS"", ""Family life and marriage""] Age: 18 years old and older",V4_TOPIC_UNIVERSE
338,[],V4_TOPIC_UNIVERSE
339,"[""Youth"", ""EDUCATION"", ""Higher and further education"", ""Migration"", ""Social behaviour and attitudes"", ""Leisure, tourism and sport"", ""Children"", ""Family life and marriage""] Jugendliche an Förderschulen der emotionalen und sozialen Entwicklung",V4_TOPIC_UNIVERSE
340,"[""Employment"", ""Business/industrial management and organisation"", ""PSYCHOLOGY""] Selbstständige des BJU (Bund Junger Unternehmer) und der IHK",V4_TOPIC_UNIVERSE
341,"[""Media""] Sofortresonanzen DDR Fernsehen 51. Woche 1985 (SFR 51/85)",V5_TOPIC_TITLE
342,"[""Economic conditions and indicators"", ""Information society"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Equality, inequality and social exclusion"", ""Cultural and national identity"", ""Social behaviour and attitudes"", ""Religion and values""] German General Social Survey - ALLBUScompact 2018",V5_TOPIC_TITLE
343,"[""mass media"", ""online media"", ""media consumption"", ""digital media"", ""methodology"", ""data preparation"", ""data bank""] Datenaufbereitung der MA-IntermediaPlus: Teil 3",V5_TOPIC_TITLE
344,"[""HISTORY""] Labour market policy in the German Empire.",V5_TOPIC_TITLE
345,"[""Social behaviour and attitudes"", ""Media"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic policy, public expenditure and revenue"", ""Economic systems and development""] Long-term Online Tracking, T27 (GLES)",V5_TOPIC_TITLE
346,"[""Political behaviour and attitudes"", ""Government, political systems and organisations""] International Social Survey Programme: Work Orientations IV - ISSP 2015 (Turkey)",V5_TOPIC_TITLE
347,"[""Higher and further education"", ""Media"", ""International politics and organisations"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""SOCIAL STRATIFICATION AND GROUPINGS""] Opinions and Values of Egyptian Students in West Germany",V5_TOPIC_TITLE
348,"[""Employment"", ""Migration"", ""Cultural activities and participation"", ""Equality, inequality and social exclusion"", ""Economic conditions and indicators""] Foreigners in Eastern Germany 1990",V5_TOPIC_TITLE
349,"[""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage""] Sexual Conduct of Men and Women in the Federal Republic of Germany 1989",V5_TOPIC_TITLE
350,"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)",V5_TOPIC_TITLE
351,"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic systems and development""] Forsa-Bus 1992",V5_TOPIC_TITLE
352,"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] Party Preferences Czech Republic 2000 (Trend)",V5_TOPIC_TITLE
353,"[""HISTORY""] The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment",V5_TOPIC_TITLE
354,"[""Leisure, tourism and sport"", ""Community, urban and rural life"", ""TRANSPORT AND TRAVEL"", ""Consumption and consumer behaviour""] Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger)",V5_TOPIC_TITLE
355,"[""Business/industrial management and organisation"", ""Media""] Reader Analysis of the Mannesmann Company Magazine, UNSER WERKTAG",V5_TOPIC_TITLE
356,"[""Social conditions and indicators"", ""Political behaviour and attitudes"", ""Youth"", ""Economic systems and development""] Political Situation in West Berlin (Young People from the GDR)",V5_TOPIC_TITLE
357,"[""HISTORY""] The CFS’s (Center for Financial Studies) historical money and capital market data base, Germany 1871 to 1914.",V5_TOPIC_TITLE
358,"[""Leisure, tourism and sport"", ""Social behaviour and attitudes"", ""Media"", ""TRANSPORT AND TRAVEL"", ""Consumption and consumer behaviour"", ""Economic systems and development"", ""Economic conditions and indicators""] A Survey of Europe Today (Finland)",V5_TOPIC_TITLE
359,"[""Media""] Auditory Participation February 1989 Supplement: „Berliner Luft“",V5_TOPIC_TITLE
360,"[""International politics and organisations"", ""Conflict, security and peace""] International Relations (February 1963)",V5_TOPIC_TITLE
361,"[""Employment"", ""Vocational education and training"", ""Higher and further education"", ""Social conditions and indicators"", ""Family life and marriage""] Education and Life",V5_TOPIC_TITLE
362,"[""Media"", ""Language and linguistics""] Flash Eurobarometer 313 (User Language Preferences Online)",V5_TOPIC_TITLE
363,"[""Employment"", ""Leisure, tourism and sport"", ""Community, urban and rural life"", ""Housing""] Sociological Investigation - Jena 1988",V5_TOPIC_TITLE
364,"[""Youth"", ""EDUCATION"", ""Higher and further education"", ""Migration"", ""Social behaviour and attitudes"", ""Leisure, tourism and sport"", ""Children"", ""Family life and marriage""] Future Plans of Young People at Special Schools of Emotional and Social Development",V5_TOPIC_TITLE
365,"[""International politics and organisations"", ""Political behaviour and attitudes""] Flash Eurobarometer 197 (Satisfaction with EC Representations in 11 Member States)",V5_TOPIC_TITLE
366,"[""Business/industrial management and organisation""] Situation Report Medium-Sized Companies 1991/20",V5_TOPIC_TITLE
367,"[""Employment"", ""Leisure, tourism and sport"", ""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage"", ""Gender and gender roles""] Partnership Conflicts and Psychosomatic Gynecological Illnesses 1988/89 (Additional Survey: Sterile Women)",V5_TOPIC_TITLE
368,[] MZ 1998,V5_TOPIC_TITLE
369,"[""HISTORY""] ""Arma sunt necessaria"" (Arms are necessary) Guns, Gun Culture and Cultural Origins of the Second Amendment to the U.S. Constitution",V5_TOPIC_TITLE
370,"[""protest movement"", ""agricultural policy"", ""nutrition policy""] Food for Justice: Power, Politics, and Food Inequalities in a Bioeconomy (Berlin, 2024)",V5_TOPIC_TITLE
371,"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] GLES Tracking October 2022, T53",V5_TOPIC_TITLE
372,"[""Migration"", ""Physical fitness and exercise"", ""Specific diseases, disorders and medical conditions"", ""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Social welfare policy"", ""Specific social services: use and availability"", ""Employment""] German Internet Panel, Wave 51 (January 2021)",V5_TOPIC_TITLE
373,"[""Specific diseases, disorders and medical conditions"", ""MEDIA, COMMUNICATION AND LANGUAGE"", ""Working conditions"", ""Health care services and policies""] Trend Questions Corona (Week 13/2020)",V5_TOPIC_TITLE
374,"[""Media""] Sofortresonanzen DDR Fernsehen 21. Woche 1986 (SFR 21/86)",V5_TOPIC_TITLE
375,"[""Media"", ""POLITICS"", ""Political behaviour and attitudes"", ""Government, political systems and organisations""] General Public´s Trust in Politics",V5_TOPIC_TITLE
376,"[""Social behaviour and attitudes"", ""Crime and law enforcement"", ""International politics and organisations"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic conditions and indicators"", ""Economic policy, public expenditure and revenue"", ""Economic systems and development""] Election Study 1994: Politbarometer West 1994 (Trend Investigations)",V5_TOPIC_TITLE
377,"[""Social behaviour and attitudes"", ""SOCIAL STRATIFICATION AND GROUPINGS"", ""Family life and marriage""] International Social Survey Programme: Social Relations and Support Systems - ISSP 2001",V5_TOPIC_TITLE
378,"[""Conflict, security and peace"", ""International politics and organisations"", ""Political behaviour and attitudes""] The Berlin Pulse - German Foreign Policy 2024",V5_TOPIC_TITLE
379,"[""Community, urban and rural life"", ""Cultural activities and participation"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Housing""] Citizen Survey Duisburg (Spring 2000)",V5_TOPIC_TITLE
380,"[""Religion and values""] Based on ISSP 2018: A Cross-national and Comparative Study of Religion of Additional 14 Countries",V5_TOPIC_TITLE
381,"[""Social behaviour and attitudes"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] Spring Study 1998",V5_TOPIC_TITLE
382,"[""Working conditions"", ""Occupational health""] Second European Survey of Enterprises on New and Emerging Risks 2014 (ESENER-2)",V5_TOPIC_TITLE
383,"[""Political behaviour and attitudes"", ""SOCIAL STRATIFICATION AND GROUPINGS"", ""Minorities"", ""Equality, inequality and social exclusion"", ""Cultural and national identity""] Group-oriented animosity against people (GMF-Survey 2010)",V5_TOPIC_TITLE
384,"[""Compulsory and pre-school education""] Learning Progression Analytics - Analysing and Promoting Learning Progressions to Develop Skills (LPA-AFLEK)",V5_TOPIC_TITLE
385,"[""Migration"", ""Community, urban and rural life"", ""Government, political systems and organisations""] Duisburg Citizen Survey (Autumn 2002, Foreign population)",V5_TOPIC_TITLE
386,"[""Crime and law enforcement"", ""Legislation and legal systems"", ""PSYCHOLOGY"", ""Family life and marriage"", ""Community, urban and rural life"", ""Leisure, tourism and sport"", ""Social behaviour and attitudes"", ""Time use"", ""Vocational education and training"", ""Employment""] Crime in the Modern City 2007",V5_TOPIC_TITLE
387,"[""MEDIA, COMMUNICATION AND LANGUAGE"", ""SOCIAL STRATIFICATION AND GROUPINGS""] Decatur Study (Personal Influence)",V5_TOPIC_TITLE
388,"[""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage""] Partners III - Apprentices 1990",V5_TOPIC_TITLE
389,"[""Employment"", ""Higher and further education""] College Education and Profession",V5_TOPIC_TITLE
390,"[""Community, urban and rural life"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] Social Situation and Political Orientations of the Jena Populace before the Municipal Election in May 1990",V5_TOPIC_TITLE
391,"[""MEDIA, COMMUNICATION AND LANGUAGE"", ""Information technology""] Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)",V5_TOPIC_TITLE
392,"[""Business/industrial management and organisation"", ""Economic systems and development""] Flash Eurobarometer 10 (Managers)",V5_TOPIC_TITLE
393,"[""HISTORY"", ""Income, property and investment/saving""] histat - data compilation online: Wages and Salaries (Indices) in Germany 1913/14 - 2006",V5_TOPIC_TITLE
394,"[""Reproductive health""] Family Planning as Health Task",V5_TOPIC_TITLE
395,"[""Cultural and national identity"", ""Minorities"", ""International politics and organisations"", ""Migration""] International Social Survey Programme: National Identity III - ISSP 2013 (Netherlands)",V5_TOPIC_TITLE
396,"[""Media""] Sofortresonanzen DDR Fernsehen 5. Woche 1988 (SFR 5/88)",V5_TOPIC_TITLE
397,"[""International politics and organisations"", ""Conflict, security and peace"", ""Government, political systems and organisations"", ""Economic systems and development""] Attitudes to Security Policy in the Federal Republic (November - December 1982)",V5_TOPIC_TITLE
398,"[""Working conditions"", ""Vocational education and training"", ""Occupational health""] Youth Industrial Health and Safety in Practice in Hesse from the Perspective of Young People",V5_TOPIC_TITLE
399,"[""Social conditions and indicators"", ""Youth""] Young People and Adults '85 (Adult)",V5_TOPIC_TITLE
400,"[""Diet and nutrition"", ""General health and well-being"", ""Medication and treatment"", ""Specific diseases, disorders and medical conditions""] Schoolchildren Interval Study Health Education and Maintaining Health 1987 to 1991 (Waves 1 to 3)",V5_TOPIC_TITLE
401,Politbarometer (February 1990),V5_TOPIC_TITLE
402,Politbarometer (October 1987),V5_TOPIC_TITLE
403,"[""university"", ""university policy"", ""digitalization"", ""artificial intelligence"", ""university research""] Monitor Digitalisierung 360° - WiSe 2023/24",V5_TOPIC_TITLE
404,"[""parliamentary debate"", ""Croatia""] CROCorp: Corpus of Parliamentary Debates in Croatia",V5_TOPIC_TITLE
405,"[""affectedness"", ""epidemic"", ""comparison"", ""reference group"", ""social status"", ""satisfaction with life""] Code/Syntax: Socio-Economic Status, Comparisons of Subjective Affectedness and Life Satisfaction During the COVID-19 Pandemic in Germany",V5_TOPIC_TITLE
406,"[""HISTORY""] Universities in the Federal Republic of Germany 1949-2001",V5_TOPIC_TITLE
407,"[""Consumption and consumer behaviour""] Consumer Analysis 87",V5_TOPIC_TITLE
408,"[""Leisure, tourism and sport"", ""Youth""] Young People in Organized Leisure Time",V5_TOPIC_TITLE
409,"[""Medication and treatment"", ""Specific diseases, disorders and medical conditions""] Prevention Survey Rhineland-Palatinate (2006 and 2010)",V5_TOPIC_TITLE
410,"[""HISTORY""] The Reichstag Elections and Reich Presidential Elections in Kiel 1925-1932",V5_TOPIC_TITLE
411,"[""Data management"", ""Knowledge transfer"", ""Research collaboration"", ""research documentation"", ""data access"", ""data documentation"", ""data storage"", ""democracy""] MEDem User Survey 2024",V5_TOPIC_TITLE
412,"[""Media""] Sofortresonanzen DDR Fernsehen 30. Woche 1984 (SFR 30/84",V5_TOPIC_TITLE
413,"[""Community, urban and rural life""] Social Structure in the Lignite Area West of the Rhine (Relocated Villages)",V5_TOPIC_TITLE
414,"[""Religion and values"", ""Social behaviour and attitudes"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""SOCIAL STRATIFICATION AND GROUPINGS"", ""Family life and marriage"", ""Economic systems and development""] EVS - European Values Study 1999 - Great Britain",V5_TOPIC_TITLE
415,"[""Government, political systems and organisations"", ""International politics and organisations"", ""Political behaviour and attitudes""] Social and Political Attitudes 2024 (Cumulated Data Set)",V5_TOPIC_TITLE
416,"[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""] Flash Eurobarometer 550 (EU Challenges and Priorities)",V5_TOPIC_TITLE
417,"[""Employment"", ""Cultural activities and participation"", ""Specific diseases, disorders and medical conditions"", ""Media"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Family life and marriage"", ""Youth""] Interval Study: Development Factors and Development Forms of Young People in the GDR (1968-1980) IS I - 1970 (3rd Wave)",V5_TOPIC_TITLE
418,"[""Employment"", ""Business/industrial management and organisation"", ""PSYCHOLOGY""] Personality, Motives, and Human Capital as Explanations for Business Success",V5_TOPIC_TITLE
419,"[""Political behaviour and attitudes"", ""Elections""] State Election in Saarland 2012",V5_TOPIC_TITLE
420,"[""Social behaviour and attitudes"", ""Medication and treatment"", ""Specific diseases, disorders and medical conditions"", ""Language and linguistics"", ""International politics and organisations"", ""Political behaviour and attitudes""] Eurobarometer 47.2 (Apr-Jun 1997)",V5_TOPIC_TITLE
421,"[""Economic conditions and indicators"", ""Economic policy, public expenditure and revenue"", ""TRADE, INDUSTRY AND MARKETS"", ""Business/industrial management and organisation""] German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use",V5_TOPIC_TITLE
422,"[""Community, urban and rural life"", ""Land use and planning""] Preparatory Investigation according to the Law to Promote Urban Development (Municipality Data)",V5_TOPIC_TITLE
423,"[""Compulsory and pre-school education"", ""Children""] Political Socialization in Pre-School Age",V5_TOPIC_TITLE
424,"[""Higher and further education"", ""Political behaviour and attitudes"", ""Government, political systems and organisations""] Attitude to Demonstrations and to the SDS",V5_TOPIC_TITLE
425,"[""Employment"", ""Community, urban and rural life"", ""TRADE, INDUSTRY AND MARKETS"", ""Specific social services: use and availability""] The Role of Women in the Informal sector: The Case of Ajegunle, Nigeria",V5_TOPIC_TITLE
426,"[""HISTORY""] Social Change and Violent Crime",V5_TOPIC_TITLE
427,"[""Crime and law enforcement""] The Death Penalty (1978)",V5_TOPIC_TITLE
428,"Election Study 1987 (Politbarometer, November 1986)",V5_TOPIC_TITLE
429,"[""HISTORY""] Representatives in the Reichstag in the Weimar Republic 1919-1933",V5_TOPIC_TITLE
430,"[""LAW, CRIME AND LEGAL SYSTEMS"", ""Crime and law enforcement"", ""International politics and organisations""] Flash Eurobarometer 383 (Firearms in the European Union)",V5_TOPIC_TITLE
431,"[""Economic systems and development""] Flash Eurobarometer 223 (Euro Introduction in Malta)",V5_TOPIC_TITLE
432,"[""Higher and further education"", ""Social behaviour and attitudes"", ""Political behaviour and attitudes""] Comparative National Development Project (Uruguay)",V5_TOPIC_TITLE
433,"[""Media""] Sofortresonanzen DDR Fernsehen 39. Woche 1984 (SFR 39/84)",V5_TOPIC_TITLE
434,"[""digitalization"", ""telecommuting"", ""workaholism"", ""job performance""] Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland",V5_TOPIC_TITLE
435,"[""Social behaviour and attitudes"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Equality, inequality and social exclusion""] Political Resonance 1995",V5_TOPIC_TITLE
436,"[""Social conditions and indicators"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] 50 Years Federal Republic of Germany",V5_TOPIC_TITLE
437,"[""Employment"", ""TRADE, INDUSTRY AND MARKETS""] Shoemakers",V5_TOPIC_TITLE
438,"[""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Political ideology""] Crisis Monitor (Week 8/2024)",V5_TOPIC_TITLE
