query_id,query_variant,source_dataset_id,source_title,query_text,query_topics,query_countries,query_time_collection_years,relevant_dataset_id,relevant_title,relevant_topic,relevant_country,relevant_time_collection_years
122,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,Can you find GESIS datasets about digitalization in Germany during the 2020s?,"[""digitalization""]","[""Germany""]","[""2023"", ""2024""]",SDN-10.7802-2780,"Eine Befragung zur Bereitschaft zum Teilen von Gesundheitsdaten in Deutschland – Einflussfaktoren, Präferenzen und Motive","[""data exchange"", ""health"", ""confidence"", ""incentive system"", ""digitalization"", ""anonymity"", ""socioeconomic factors"", ""attitude research""]","[""Germany""]","[""2023"", ""2023""]"
122,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,Can you find GESIS datasets about digitalization in Germany during the 2020s?,"[""digitalization""]","[""Germany""]","[""2023"", ""2024""]",SDN-10.25652-diw_data_S0030.1,Betriebe und berufliche Arbeitswelten in Deutschland,"[""human resource management"", ""organizational structure"", ""digitalization"", ""employment relationship""]","[""Germany""]","[""2022"", ""2023""]"
122,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,Can you find GESIS datasets about digitalization in Germany during the 2020s?,"[""digitalization""]","[""Germany""]","[""2023"", ""2024""]",SDN-10.7802-2688,Kompass: Künstliche Intelligenz und Kompetenz 2023,"[""old age"", ""digitalization"", ""digital media"", ""media skills"", ""artificial intelligence"", ""media education""]","[""Germany""]","[""2023"", ""2023""]"
122,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,Can you find GESIS datasets about digitalization in Germany during the 2020s?,"[""digitalization""]","[""Germany""]","[""2023"", ""2024""]",SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,"[""university"", ""university policy"", ""digitalization"", ""artificial intelligence"", ""university research""]","[""Germany""]","[""2023"", ""2024""]"
123,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,Can you find GESIS datasets about artificial intelligence in Germany during the 2020s?,"[""artificial intelligence""]","[""Germany""]","[""2023"", ""2024""]",SDN-10.7802-2688,Kompass: Künstliche Intelligenz und Kompetenz 2023,"[""old age"", ""digitalization"", ""digital media"", ""media skills"", ""artificial intelligence"", ""media education""]","[""Germany""]","[""2023"", ""2023""]"
123,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,Can you find GESIS datasets about artificial intelligence in Germany during the 2020s?,"[""artificial intelligence""]","[""Germany""]","[""2023"", ""2024""]",SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,"[""university"", ""university policy"", ""digitalization"", ""artificial intelligence"", ""university research""]","[""Germany""]","[""2023"", ""2024""]"
123,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,Can you find GESIS datasets about artificial intelligence in Germany during the 2020s?,"[""artificial intelligence""]","[""Germany""]","[""2023"", ""2024""]",SDN-10.7802-2915,Digitale Ungleichheiten in Deutschland,"[""digital divide"", ""artificial intelligence"", ""social media"", ""political attitude"", ""radicalism""]","[""Germany""]","[""2024"", ""2024""]"
124,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,Can you find GESIS datasets about university research in Germany during the 2020s?,"[""university research""]","[""Germany""]","[""2023"", ""2024""]",SDN-10.7802-2914,"Qualitativ-quantifizierende Programmanalyse zur Promotion ""Ethisch reflektiertes Handeln in den Technikwissenschaften""","[""ethics"", ""university research"", ""program of study""]","[""Germany""]","[""2021"", ""2023""]"
124,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,Can you find GESIS datasets about university research in Germany during the 2020s?,"[""university research""]","[""Germany""]","[""2023"", ""2024""]",SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,"[""university"", ""university policy"", ""digitalization"", ""artificial intelligence"", ""university research""]","[""Germany""]","[""2023"", ""2024""]"
125,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA0265,"Reader Analysis of the Mannesmann Company Magazine, UNSER WERKTAG",Can you find GESIS datasets about Business/industrial management and organisation in Germany during the 1960s?,"[""Business/industrial management and organisation""]","[""Germany""]","[""1967"", ""1967""]",ZA0265,"Reader Analysis of the Mannesmann Company Magazine, UNSER WERKTAG",,"[""Germany""]",
126,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA0265,"Reader Analysis of the Mannesmann Company Magazine, UNSER WERKTAG",Can you find GESIS datasets about Media in Germany during the 1960s?,"[""Media""]","[""Germany""]","[""1967"", ""1967""]",ZA0265,"Reader Analysis of the Mannesmann Company Magazine, UNSER WERKTAG",,"[""Germany""]",
127,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),"Can you find GESIS datasets about Social behaviour and attitudes in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?","[""Social behaviour and attitudes""]","[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]","[""1994"", ""1994""]",ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),,,
128,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),"Can you find GESIS datasets about Crime and law enforcement in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?","[""Crime and law enforcement""]","[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]","[""1994"", ""1994""]",ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),,,
129,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),"Can you find GESIS datasets about International politics and organisations in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?","[""International politics and organisations""]","[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]","[""1994"", ""1994""]",ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),,,
130,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),"Can you find GESIS datasets about Conflict, security and peace in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?","[""Conflict, security and peace""]","[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]","[""1994"", ""1994""]",ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),,,
131,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),"Can you find GESIS datasets about Political behaviour and attitudes in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?","[""Political behaviour and attitudes""]","[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]","[""1994"", ""1994""]",ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),,,
132,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),"Can you find GESIS datasets about Government, political systems and organisations in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?","[""Government, political systems and organisations""]","[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]","[""1994"", ""1994""]",ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),,,
133,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),"Can you find GESIS datasets about Elections in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?","[""Elections""]","[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]","[""1994"", ""1994""]",ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),,,
134,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),"Can you find GESIS datasets about Economic conditions and indicators in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?","[""Economic conditions and indicators""]","[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]","[""1994"", ""1994""]",ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),,,
135,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),"Can you find GESIS datasets about Economic policy, public expenditure and revenue in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?","[""Economic policy, public expenditure and revenue""]","[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]","[""1994"", ""1994""]",ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),,,
136,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),"Can you find GESIS datasets about Economic systems and development in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?","[""Economic systems and development""]","[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]","[""1994"", ""1994""]",ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),,,
137,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA8202,Universities in the Federal Republic of Germany 1949-2001,Can you find GESIS datasets about HISTORY in Germany during the 1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s?,"[""HISTORY""]","[""Germany""]","[""1949"", ""2001""]",ZA8202,Universities in the Federal Republic of Germany 1949-2001,,"[""Germany""]",
138,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA8256,The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment,"Can you find GESIS datasets about HISTORY in Historical German lands (-1871), German Reich (1871-1945), and Germany during the 1850s and 1860s and 1870s and 1880s and 1890s and 1900s and 1910s and 1920s and 1930s and 1940s and 1950s?","[""HISTORY""]","[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany""]","[""1850"", ""1959""]",ZA8256,The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment,,"[""Germany""]",
139,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA0167,Social Structure in the Lignite Area West of the Rhine (Relocated Villages),"Can you find GESIS datasets about Community, urban and rural life in North Rhine-Westphalia during the 1960s?","[""Community, urban and rural life""]","[""North Rhine-Westphalia""]","[""1963"", ""1963""]",ZA0167,Social Structure in the Lignite Area West of the Rhine (Relocated Villages),,,
140,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1441,Education and Life,Can you find GESIS datasets about Employment in North Rhine-Westphalia during the 1980s?,"[""Employment""]","[""North Rhine-Westphalia""]","[""1984"", ""1985""]",ZA1441,Education and Life,,,
141,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1441,Education and Life,Can you find GESIS datasets about Vocational education and training in North Rhine-Westphalia during the 1980s?,"[""Vocational education and training""]","[""North Rhine-Westphalia""]","[""1984"", ""1985""]",ZA1441,Education and Life,,,
142,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1441,Education and Life,Can you find GESIS datasets about Higher and further education in North Rhine-Westphalia during the 1980s?,"[""Higher and further education""]","[""North Rhine-Westphalia""]","[""1984"", ""1985""]",ZA1441,Education and Life,,,
143,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1441,Education and Life,Can you find GESIS datasets about Social conditions and indicators in North Rhine-Westphalia during the 1980s?,"[""Social conditions and indicators""]","[""North Rhine-Westphalia""]","[""1984"", ""1985""]",ZA1441,Education and Life,,,
144,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1441,Education and Life,Can you find GESIS datasets about Family life and marriage in North Rhine-Westphalia during the 1980s?,"[""Family life and marriage""]","[""North Rhine-Westphalia""]","[""1984"", ""1985""]",ZA1441,Education and Life,,,
145,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2388,CROCorp: Corpus of Parliamentary Debates in Croatia,Can you find GESIS datasets about parliamentary debate in Croatia during the 2000s and 2010s and 2020s?,"[""parliamentary debate""]","[""Croatia""]","[""2003"", ""2020""]",SDN-10.7802-2388,CROCorp: Corpus of Parliamentary Debates in Croatia,"[""parliamentary debate"", ""Croatia""]","[""Croatia""]","[""2003"", ""2020""]"
146,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2388,CROCorp: Corpus of Parliamentary Debates in Croatia,Can you find GESIS datasets about Croatia in Croatia during the 2000s and 2010s and 2020s?,"[""Croatia""]","[""Croatia""]","[""2003"", ""2020""]",SDN-10.7802-2388,CROCorp: Corpus of Parliamentary Debates in Croatia,"[""parliamentary debate"", ""Croatia""]","[""Croatia""]","[""2003"", ""2020""]"
147,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA8738,Crisis Monitor (Week 8/2024),Can you find GESIS datasets about Political ideology in Germany during the 2020s?,"[""Political ideology""]","[""Germany""]","[""2024"", ""2024""]",ZA8738,Crisis Monitor (Week 8/2024),,"[""Germany""]",
148,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA0322,Attitude to Demonstrations and to the SDS,Can you find GESIS datasets about Higher and further education in Germany during the 1960s?,"[""Higher and further education""]","[""Germany""]","[""1968"", ""1968""]",ZA0322,Attitude to Demonstrations and to the SDS,,"[""Germany""]",
149,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA0322,Attitude to Demonstrations and to the SDS,Can you find GESIS datasets about Political behaviour and attitudes in Germany during the 1960s?,"[""Political behaviour and attitudes""]","[""Germany""]","[""1968"", ""1968""]",ZA0322,Attitude to Demonstrations and to the SDS,,"[""Germany""]",
150,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA0322,Attitude to Demonstrations and to the SDS,"Can you find GESIS datasets about Government, political systems and organisations in Germany during the 1960s?","[""Government, political systems and organisations""]","[""Germany""]","[""1968"", ""1968""]",ZA0322,Attitude to Demonstrations and to the SDS,,"[""Germany""]",
151,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6146,Partners III - Apprentices 1990,Can you find GESIS datasets about Reproductive health in German Democratic Republic (1949-1990) during the 1990s?,"[""Reproductive health""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6146,Partners III - Apprentices 1990,,,
152,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6146,Partners III - Apprentices 1990,"Can you find GESIS datasets about Specific diseases, disorders and medical conditions in German Democratic Republic (1949-1990) during the 1990s?","[""Specific diseases, disorders and medical conditions""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6146,Partners III - Apprentices 1990,,,
153,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6146,Partners III - Apprentices 1990,Can you find GESIS datasets about Family life and marriage in German Democratic Republic (1949-1990) during the 1990s?,"[""Family life and marriage""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6146,Partners III - Apprentices 1990,,,
154,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA5575,Group-oriented animosity against people (GMF-Survey 2010),Can you find GESIS datasets about SOCIAL STRATIFICATION AND GROUPINGS in Germany during the 2010s?,"[""SOCIAL STRATIFICATION AND GROUPINGS""]","[""Germany""]","[""2010"", ""2010""]",ZA5575,Group-oriented animosity against people (GMF-Survey 2010),,"[""Germany""]",
155,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA5575,Group-oriented animosity against people (GMF-Survey 2010),Can you find GESIS datasets about Minorities in Germany during the 2010s?,"[""Minorities""]","[""Germany""]","[""2010"", ""2010""]",ZA5575,Group-oriented animosity against people (GMF-Survey 2010),,"[""Germany""]",
156,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6563,Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3),Can you find GESIS datasets about Diet and nutrition in German Democratic Republic (1949-1990) during the 1980s and 1990s?,"[""Diet and nutrition""]","[""German Democratic Republic (1949-1990)""]","[""1987"", ""1991""]",ZA6563,Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3),,,
157,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6563,Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3),Can you find GESIS datasets about General health and well-being in German Democratic Republic (1949-1990) during the 1980s and 1990s?,"[""General health and well-being""]","[""German Democratic Republic (1949-1990)""]","[""1987"", ""1991""]",ZA6563,Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3),,,
158,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6563,Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3),Can you find GESIS datasets about Medication and treatment in German Democratic Republic (1949-1990) during the 1980s and 1990s?,"[""Medication and treatment""]","[""German Democratic Republic (1949-1990)""]","[""1987"", ""1991""]",ZA6563,Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3),,,
159,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6563,Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3),"Can you find GESIS datasets about Specific diseases, disorders and medical conditions in German Democratic Republic (1949-1990) during the 1980s and 1990s?","[""Specific diseases, disorders and medical conditions""]","[""German Democratic Republic (1949-1990)""]","[""1987"", ""1991""]",ZA6563,Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3),,,
160,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA4659,"Personality, Motives, and Human Capital as Explanations for Business Success",Can you find GESIS datasets about Employment in Germany during the 2000s?,"[""Employment""]","[""Germany""]","[""2002"", ""2003""]",ZA4659,"Personality, Motives, and Human Capital as Explanations for Business Success",,"[""Germany""]",
161,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA4659,"Personality, Motives, and Human Capital as Explanations for Business Success",Can you find GESIS datasets about Business/industrial management and organisation in Germany during the 2000s?,"[""Business/industrial management and organisation""]","[""Germany""]","[""2002"", ""2003""]",ZA4659,"Personality, Motives, and Human Capital as Explanations for Business Success",,"[""Germany""]",
162,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA4659,"Personality, Motives, and Human Capital as Explanations for Business Success",Can you find GESIS datasets about PSYCHOLOGY in Germany during the 2000s?,"[""PSYCHOLOGY""]","[""Germany""]","[""2002"", ""2003""]",ZA4659,"Personality, Motives, and Human Capital as Explanations for Business Success",,"[""Germany""]",
163,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2567,Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland,Can you find GESIS datasets about digitalization in Germany during the 2010s?,"[""digitalization""]","[""Germany""]","[""2017"", ""2018""]",SDN-10.7802-2752,TechnikRadar 2024,"[""genetic engineering"", ""residential behavior"", ""sociology of technology"", ""digitalization"", ""renewable energy"", ""automation"", ""health care delivery system""]","[""Germany""]","[""2017"", ""2022""]"
163,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2567,Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland,Can you find GESIS datasets about digitalization in Germany during the 2010s?,"[""digitalization""]","[""Germany""]","[""2017"", ""2018""]",SDN-10.7802-2312,"Syntax/Logfile zur Untersuchung: ""Verstärkt algorithmische Arbeitssteuerung Ungleichheiten in Arbeitsautonomie? Eine empirische Untersuchung von Beschäftigten in großen deutschen Arbeitsorganisationen""","[""social inequality"", ""digitalization"", ""autonomy"", ""status allocation""]","[""Germany""]","[""2018"", ""2019""]"
163,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2567,Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland,Can you find GESIS datasets about digitalization in Germany during the 2010s?,"[""digitalization""]","[""Germany""]","[""2017"", ""2018""]",SDN-10.7802-2567,Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland,"[""digitalization"", ""telecommuting"", ""workaholism"", ""job performance""]","[""Germany""]","[""2017"", ""2018""]"
163,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2567,Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland,Can you find GESIS datasets about digitalization in Germany during the 2010s?,"[""digitalization""]","[""Germany""]","[""2017"", ""2018""]",SDN-10.7802-2359,Code/Syntax: Vertrauen in digitale Technik. Der Einfluss mobiler Apps auf die Bereitschaft zur Verhaltensänderung,"[""confidence"", ""online survey"", ""digital media"", ""digitalization"", ""behavior modification"", ""acceptance research""]","[""Germany""]","[""2018"", ""2018""]"
164,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2567,Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland,Can you find GESIS datasets about telecommuting in Germany during the 2010s?,"[""telecommuting""]","[""Germany""]","[""2017"", ""2018""]",SDN-10.7802-2567,Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland,"[""digitalization"", ""telecommuting"", ""workaholism"", ""job performance""]","[""Germany""]","[""2017"", ""2018""]"
165,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2567,Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland,Can you find GESIS datasets about workaholism in Germany during the 2010s?,"[""workaholism""]","[""Germany""]","[""2017"", ""2018""]",SDN-10.7802-2567,Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland,"[""digitalization"", ""telecommuting"", ""workaholism"", ""job performance""]","[""Germany""]","[""2017"", ""2018""]"
166,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2567,Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland,Can you find GESIS datasets about job performance in Germany during the 2010s?,"[""job performance""]","[""Germany""]","[""2017"", ""2018""]",SDN-10.7802-2567,Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland,"[""digitalization"", ""telecommuting"", ""workaholism"", ""job performance""]","[""Germany""]","[""2017"", ""2018""]"
167,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA0527,Young People in Organized Leisure Time,"Can you find GESIS datasets about Leisure, tourism and sport in Germany during the 1960s?","[""Leisure, tourism and sport""]","[""Germany""]","[""1966"", ""1966""]",ZA0527,Young People in Organized Leisure Time,,"[""Germany""]",
168,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA0527,Young People in Organized Leisure Time,Can you find GESIS datasets about Youth in Germany during the 1960s?,"[""Youth""]","[""Germany""]","[""1966"", ""1966""]",ZA0527,Young People in Organized Leisure Time,,"[""Germany""]",
169,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA5642,State Election in Saarland 2012,Can you find GESIS datasets about Political behaviour and attitudes in Saarland during the 2010s?,"[""Political behaviour and attitudes""]","[""Saarland""]","[""2012"", ""2012""]",ZA5642,State Election in Saarland 2012,,,
170,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA5642,State Election in Saarland 2012,Can you find GESIS datasets about Elections in Saarland during the 2010s?,"[""Elections""]","[""Saarland""]","[""2012"", ""2012""]",ZA5642,State Election in Saarland 2012,,,
171,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA3331,Opinions and Values of Egyptian Students in West Germany,Can you find GESIS datasets about International politics and organisations in Germany during the 1960s?,"[""International politics and organisations""]","[""Germany""]","[""1964"", ""1965""]",ZA3331,Opinions and Values of Egyptian Students in West Germany,,"[""Germany""]",
172,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA3331,Opinions and Values of Egyptian Students in West Germany,Can you find GESIS datasets about SOCIAL STRATIFICATION AND GROUPINGS in Germany during the 1960s?,"[""SOCIAL STRATIFICATION AND GROUPINGS""]","[""Germany""]","[""1964"", ""1965""]",ZA3331,Opinions and Values of Egyptian Students in West Germany,,"[""Germany""]",
